Raw,Filtered
-0.232815,-0.046563
-0.101869,-0.020374
-0.797582,-0.159516
0.352024,0.070405
-0.158586,-0.031717
-0.286437,-0.057287
-0.854779,-0.170956
-0.083983,-0.016797
-0.895305,-0.179061
0.650329,0.130066
0.996489,0.199298
0.663148,0.132630
0.733752,0.146750
-0.511094,-0.102219
-0.290404,-0.058081
-0.320995,-0.064199
0.579152,0.115830
0.890790,0.178158
-0.115304,-0.023061
0.057034,0.011407
0.721726,0.144345
-0.911911,-0.182382
0.353459,0.070692
0.724738,0.144948
0.312715,0.062543
-0.924982,-0.184996
-0.658615,-0.131723
-0.525667,-0.105133
0.116671,0.023334
-0.266626,-0.053325
-0.360393,-0.072079
0.883856,0.176771
0.631505,0.126301
-0.157975,-0.031595
0.235880,0.047176
-0.527081,-0.105416
0.555588,0.111118
0.381101,0.076220
0.388936,0.077787
0.660283,0.132057
0.031430,0.006286
0.385425,0.077085
0.323431,0.064686
-0.234818,-0.046964
0.874331,0.174866
-0.966972,-0.193394
0.444187,0.088837
0.453483,0.090697
0.923818,0.184764
-0.671117,-0.134223
-0.489483,-0.097897
0.645544,0.129109
-0.583028,-0.116606
0.863976,0.172795
0.370282,0.074056
0.729687,0.145937
0.938994,0.187799
0.711667,0.142333
-0.795980,-0.159196
0.055665,0.011133
-0.554959,-0.110992
-0.156373,-0.031275
-0.060478,-0.012096
-0.923454,-0.184691
0.685652,0.137130
-0.824598,-0.164920
-0.450536,-0.090107
0.241240,0.048248
0.556503,0.111301
0.938400,0.187680
-0.098477,-0.019695
-0.412066,-0.082413
0.323825,0.064765
-0.775046,-0.155009
0.353116,0.070623
0.198156,0.039631
-0.742018,-0.148404
-0.202697,-0.040539
-0.348361,-0.069672
-0.818200,-0.163640
0.126186,0.025237
0.162156,0.032431
0.827344,0.165469
0.543158,0.108632
0.026131,0.005226
0.197626,0.039525
0.272845,0.054569
-0.034875,-0.006975
-0.090707,-0.018141
0.476866,0.095373
-0.979209,-0.195842
0.354333,0.070867
-0.679507,-0.135901
-0.039688,-0.007938
0.430879,0.086176
-0.993855,-0.198771
0.135714,0.027143
0.980343,0.196069
0.247385,0.049477
-0.307782,-0.061556
0.918743,0.183749
-0.851092,-0.170218
0.280152,0.056030
0.242568,0.048514
-0.626138,-0.125228
-0.366732,-0.073346
-0.559276,-0.111855
-0.368156,-0.073631
0.430571,0.086114
0.092363,0.018473
-0.186357,-0.037271
-0.443243,-0.088649
-0.745482,-0.149096
-0.359013,-0.071803
-0.900085,-0.180017
0.280650,0.056130
0.838613,0.167723
0.372761,0.074552
-0.754225,-0.150845
-0.252094,-0.050419
-0.150374,-0.030075
-0.733434,-0.146687
-0.897760,-0.179552
0.170119,0.034024
0.226879,0.045376
0.533118,0.106624
0.176265,0.035253
-0.637407,-0.127481
0.513462,0.102692
-0.576351,-0.115270
0.054811,0.010962
0.432205,0.086441
-0.427443,-0.085489
-0.665038,-0.133008
-0.325228,-0.065046
-0.053581,-0.010716
-0.031770,-0.006354
0.115496,0.023099
0.578262,0.115652
-0.601199,-0.120240
-0.792141,-0.158428
-0.608094,-0.121619
-0.044442,-0.008888
-0.537623,-0.107525
0.032893,0.006579
0.055473,0.011095
0.743027,0.148605
-0.128493,-0.025699
-0.571766,-0.114353
0.988802,0.197760
0.619413,0.123883
0.277860,0.055572
-0.744632,-0.148926
0.721652,0.144330
-0.552021,-0.110404
0.482247,0.096449
0.254771,0.050954
0.624244,0.124849
0.844840,0.168968
-0.231768,-0.046354
-0.952107,-0.190421
-0.100350,-0.020070
-0.799563,-0.159913
-0.379550,-0.075910
0.234613,0.046923
-0.124791,-0.024958
0.566869,0.113374
-0.797157,-0.159431
0.990705,0.198141
0.145131,0.029026
-0.398356,-0.079671
-0.801436,-0.160287
0.537037,0.107407
0.557202,0.111440
-0.339059,-0.067812
-0.430070,-0.086014
-0.387325,-0.077465
-0.596032,-0.119206
0.441437,0.088287
0.040909,0.008182
-0.607230,-0.121446
0.060850,0.012170
-0.681231,-0.136246
-0.351862,-0.070372
-0.217498,-0.043500
-0.233252,-0.046650
-0.869615,-0.173923
-0.962727,-0.192545
-0.609008,-0.121802
0.975225,0.195045
-0.194495,-0.038899
-0.561114,-0.112223
-0.125125,-0.025025
0.005942,0.001188
0.059336,0.011867
-0.890512,-0.178102
0.881151,0.176230
-0.373795,-0.074759
-0.687669,-0.137534
0.871857,0.174371
