Raw,Filtered
0.096682,0.019336
0.566589,0.113318
0.868510,0.173702
-0.366821,-0.073364
0.847209,0.169442
-0.272893,-0.054579
-0.250416,-0.050083
-0.448805,-0.089761
0.910751,0.182150
-0.569374,-0.113875
0.811602,0.162320
0.086689,0.017338
-0.939301,-0.187860
0.714440,0.142888
-0.843056,-0.168611
0.969470,0.193894
0.142151,0.028430
-0.445401,-0.089080
0.843396,0.168679
0.490930,0.098186
0.500161,0.100032
0.633206,0.126641
0.051755,0.010351
-0.296189,-0.059238
-0.513373,-0.102675
-0.521818,-0.104364
-0.484832,-0.096966
-0.150975,-0.030195
0.677031,0.135406
0.043321,0.008664
-0.191744,-0.038349
-0.226287,-0.045257
-0.390090,-0.078018
-0.323234,-0.064647
0.406892,0.081378
-0.542881,-0.108576
0.403872,0.080775
-0.843524,-0.168705
0.008314,0.001663
0.314624,0.062925
-0.412898,-0.082580
-0.180084,-0.036017
-0.598687,-0.119737
-0.352200,-0.070440
-0.465644,-0.093129
-0.441743,-0.088349
-0.382730,-0.076546
0.676508,0.135302
0.112855,0.022571
-0.539333,-0.107867
0.167437,0.033487
-0.386984,-0.077397
-0.906127,-0.181225
-0.780808,-0.156162
0.316827,0.063365
-0.419500,-0.083900
-0.302626,-0.060525
0.831995,0.166399
0.429525,0.085905
-0.625595,-0.125119
-0.124684,-0.024937
-0.762219,-0.152444
0.148118,0.029624
0.485226,0.097045
-0.085453,-0.017091
-0.444990,-0.088998
0.942345,0.188469
-0.681581,-0.136316
-0.288514,-0.057703
-0.049341,-0.009868
0.633043,0.126609
0.298587,0.059717
0.770575,0.154115
-0.965644,-0.193129
0.946388,0.189278
-0.695069,-0.139014
-0.407387,-0.081477
-0.436342,-0.087268
0.981439,0.196288
0.705469,0.141094
0.024325,0.004865
0.148876,0.029775
-0.681516,-0.136303
0.118198,0.023640
0.368069,0.073614
0.635312,0.127062
0.698697,0.139739
-0.934557,-0.186911
0.467307,0.093461
0.128222,0.025644
-0.560152,-0.112030
-0.657377,-0.131475
0.366003,0.073201
0.587966,0.117593
0.827849,0.165570
-0.719450,-0.143890
-0.857024,-0.171405
0.770195,0.154039
-0.401031,-0.080206
-0.145539,-0.029108
-0.279146,-0.055829
-0.767988,-0.153598
-0.846951,-0.169390
-0.508571,-0.101714
-0.733632,-0.146726
-0.900564,-0.180113
-0.203639,-0.040728
-0.141019,-0.028204
-0.336905,-0.067381
-0.222200,-0.044440
-0.435550,-0.087110
0.687419,0.137484
0.926676,0.185335
-0.117066,-0.023413
-0.194383,-0.038877
0.294745,0.058949
-0.481754,-0.096351
-0.495686,-0.099137
0.360188,0.072038
0.985553,0.197111
0.632536,0.126507
0.800036,0.160007
-0.671824,-0.134365
-0.001460,-0.000292
0.388002,0.077600
-0.843975,-0.168795
0.279089,0.055818
0.530977,0.106195
0.926220,0.185244
0.878058,0.175612
-0.614561,-0.122912
-0.352926,-0.070585
-0.889930,-0.177986
-0.461513,-0.092303
0.138503,0.027701
-0.623561,-0.124712
-0.362076,-0.072415
0.934864,0.186973
0.235420,0.047084
0.301018,0.060204
-0.287337,-0.057467
0.799870,0.159974
-0.011562,-0.002312
-0.360661,-0.072132
-0.317195,-0.063439
0.794055,0.158811
0.934084,0.186817
0.201051,0.040210
-0.701630,-0.140326
0.294271,0.058854
0.186604,0.037321
0.930906,0.186181
0.094307,0.018861
0.514780,0.102956
-0.070554,-0.014111
-0.517691,-0.103538
0.670805,0.134161
-0.791465,-0.158293
-0.986714,-0.197343
0.597025,0.119405
-0.913407,-0.182681
-0.601275,-0.120255
-0.755901,-0.151180
-0.803336,-0.160667
-0.062788,-0.012558
0.382602,0.076520
-0.426898,-0.085380
0.575136,0.115027
0.317466,0.063493
0.808523,0.161705
-0.123845,-0.024769
-0.969871,-0.193974
0.608393,0.121679
0.864593,0.172919
-0.330532,-0.066106
-0.708802,-0.141760
0.658648,0.131730
-0.396449,-0.079290
0.492249,0.098450
0.957017,0.191403
0.897823,0.179565
-0.321148,-0.064230
0.887923,0.177585
-0.007870,-0.001574
-0.806368,-0.161274
-0.182631,-0.036526
0.474439,0.094888
0.864438,0.172888
0.025903,0.005181
0.487725,0.097545
0.461463,0.092293
0.112497,0.022499
0.886449,0.177290
0.705562,0.141112
0.309160,0.061832
-0.176338,-0.035268
0.088164,0.017633
0.882263,0.176453
-0.601202,-0.120240
-0.594370,-0.118874
