Raw,Filtered
-0.499664,-0.249832
-0.432346,-0.216173
0.672729,0.336365
-0.068771,-0.034386
0.088509,0.044254
0.283938,0.141969
0.939887,0.469944
0.475388,0.237694
0.460237,0.230118
0.664400,0.332200
0.690825,0.345413
-0.706284,-0.353142
0.991345,0.495673
-0.313234,-0.156617
-0.812549,-0.406274
-0.245237,-0.122618
0.561291,0.280645
-0.679237,-0.339619
0.449187,0.224594
-0.212370,-0.106185
-0.085288,-0.042644
-0.143834,-0.071917
-0.266315,-0.133158
0.388837,0.194419
0.361416,0.180708
0.732915,0.366458
0.920825,0.460412
0.065789,0.032894
0.900698,0.450349
0.873887,0.436943
-0.934342,-0.467171
-0.598967,-0.299483
-0.558459,-0.279230
0.738387,0.369193
0.332262,0.166131
0.530050,0.265025
0.022325,0.011163
0.272149,0.136075
0.005438,0.002719
-0.517438,-0.258719
-0.063451,-0.031726
-0.303737,-0.151869
-0.223722,-0.111861
-0.072106,-0.036053
0.383029,0.191515
-0.036271,-0.018136
0.682657,0.341329
-0.055680,-0.027840
0.284491,0.142246
0.131845,0.065922
0.731950,0.365975
-0.800797,-0.400398
0.988011,0.494005
-0.534365,-0.267183
0.588040,0.294020
0.349426,0.174713
-0.801450,-0.400725
0.508865,0.254433
-0.584785,-0.292392
-0.900752,-0.450376
0.382752,0.191376
-0.519127,-0.259564
-0.499719,-0.249859
0.824293,0.412146
-0.780740,-0.390370
0.832543,0.416272
0.354342,0.177171
0.241585,0.120792
0.104693,0.052346
-0.640220,-0.320110
0.724147,0.362073
-0.958758,-0.479379
0.056043,0.028022
-0.499576,-0.249788
-0.030865,-0.015432
-0.560928,-0.280464
0.464153,0.232076
-0.348207,-0.174104
0.383392,0.191696
-0.251356,-0.125678
0.783637,0.391819
0.115342,0.057671
-0.052153,-0.026076
0.771648,0.385824
0.580977,0.290488
-0.464112,-0.232056
0.121074,0.060537
0.779527,0.389763
-0.955247,-0.477624
0.536290,0.268145
0.878775,0.439387
0.427505,0.213752
-0.982837,-0.491419
-0.620944,-0.310472
0.251797,0.125899
-0.763578,-0.381789
-0.788400,-0.394200
-0.393860,-0.196930
0.478007,0.239004
0.316292,0.158146
-0.034080,-0.017040
0.202154,0.101077
0.357534,0.178767
-0.978037,-0.489019
0.702578,0.351289
-0.673331,-0.336665
-0.538965,-0.269482
0.166731,0.083366
-0.021538,-0.010769
0.844427,0.422213
0.915375,0.457688
-0.237900,-0.118950
-0.040231,-0.020115
-0.136777,-0.068389
-0.466253,-0.233126
-0.459254,-0.229627
0.399110,0.199555
0.654822,0.327411
-0.679727,-0.339864
0.443863,0.221932
0.191111,0.095556
-0.800952,-0.400476
-0.128632,-0.064316
0.208274,0.104137
-0.421896,-0.210948
-0.876835,-0.438418
0.444696,0.222348
-0.210297,-0.105148
-0.270695,-0.135348
-0.077297,-0.038648
-0.894004,-0.447002
0.695224,0.347612
-0.875143,-0.437571
0.463530,0.231765
0.717187,0.358594
0.827436,0.413718
0.790199,0.395099
-0.821778,-0.410889
-0.005833,-0.002917
-0.231339,-0.115669
-0.977351,-0.488675
-0.090458,-0.045229
0.530761,0.265380
-0.017582,-0.008791
0.772765,0.386382
-0.935492,-0.467746
0.523164,0.261582
0.171875,0.085938
0.719330,0.359665
0.843437,0.421718
-0.384262,-0.192131
-0.089559,-0.044779
-0.957515,-0.478758
0.487106,0.243553
-0.881285,-0.440642
-0.379412,-0.189706
0.610271,0.305135
0.563411,0.281706
0.410292,0.205146
-0.660425,-0.330212
-0.513885,-0.256943
0.516288,0.258144
-0.965201,-0.482600
-0.389028,-0.194514
-0.020183,-0.010091
0.751986,0.375993
-0.561592,-0.280796
-0.229984,-0.114992
0.930208,0.465104
0.432575,0.216287
0.538677,0.269339
0.952857,0.476429
-0.657883,-0.328942
0.069438,0.034719
-0.064725,-0.032362
-0.885118,-0.442559
0.133946,0.066973
-0.541561,-0.270780
0.286757,0.143378
-0.146725,-0.073362
-0.698124,-0.349062
0.902495,0.451247
0.763717,0.381858
-0.655639,-0.327819
0.389600,0.194800
0.882432,0.441216
-0.035051,-0.017525
-0.000129,-0.000065
0.445843,0.222921
-0.624759,-0.312379
0.339446,0.169723
0.931958,0.465979
0.891529,0.445765
0.374245,0.187123
-0.457070,-0.228535
-0.128654,-0.064327
0.126231,0.063116
-0.018663,-0.009331
0.641362,0.320681
0.056440,0.028220
